Project Name,District/Planning Area,Completion,URL
SUNFLOWER LODGE,D14 / Geylang,2003,https://www.edgeprop.sg/condo-apartment/sunflower-lodge
SUNFLOWER MANSIONS,D14 / Geylang,2000,https://www.edgeprop.sg/condo-apartment/sunflower-mansions
SUNFLOWER REGENCY,D14 / Geylang,2008,https://www.edgeprop.sg/condo-apartment/sunflower-regency
SUNFLOWER RESIDENCE,D14 / Geylang,2001,https://www.edgeprop.sg/condo-apartment/sunflower-residence
SUNFLOWER VIEW,D14 / Geylang,2000,https://www.edgeprop.sg/condo-apartment/sunflower-view
SUNGLADE,D19 / Serangoon,2003,https://www.edgeprop.sg/condo-apartment/sunglade
SUNHAVEN,D16 / Tampines,2002,https://www.edgeprop.sg/condo-apartment/sunhaven
SUNNY GROVE,D14 / Geylang,1996,https://www.edgeprop.sg/condo-apartment/sunny-grove
SUNNY PALMS,D15 / Bedok,2004,https://www.edgeprop.sg/condo-apartment/sunny-palms
SUNNY PARC,D15 / Bedok,2011,https://www.edgeprop.sg/condo-apartment/sunny-parc
SUNRISE GARDENS,D28 / Ang Mo Kio,1998,https://www.edgeprop.sg/condo-apartment/sunrise-gardens
SUNSET LODGE,D21 / Clementi,1978,https://www.edgeprop.sg/condo-apartment/sunset-lodge
SUNSHINE APARTMENTS,D19 / Serangoon,Unknown,https://www.edgeprop.sg/condo-apartment/sunshine-apartments
SUNSHINE GRANDEUR,D15 / Bedok,2007,https://www.edgeprop.sg/condo-apartment/sunshine-grandeur
SUNSHINE GROVE,D19 / Serangoon,2003,https://www.edgeprop.sg/condo-apartment/sunshine-grove
SUNSHINE LODGE,D19 / Serangoon,1998,https://www.edgeprop.sg/condo-apartment/sunshine-lodge
SUNSHINE LOFT,D15 / Bedok,2005,https://www.edgeprop.sg/condo-apartment/sunshine-loft
SUNSHINE MANSIONS,D15 / Bedok,2006,https://www.edgeprop.sg/condo-apartment/sunshine-mansions
SUNSHINE PLAZA,D7 / Rochor,2001,https://www.edgeprop.sg/condo-apartment/sunshine-plaza
SUNSHINE REGENCY,D15 / Marine Parade,2007,https://www.edgeprop.sg/condo-apartment/sunshine-regency
SUNSHINE RESIDENCE,D15 / Bedok,2006,https://www.edgeprop.sg/condo-apartment/sunshine-residence
SUNVILLE,D12 / Kallang,2005,https://www.edgeprop.sg/condo-apartment/sunville
SURREY MANSIONS,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/surrey-mansions
SURREY POINT,D11 / Novena,1980,https://www.edgeprop.sg/condo-apartment/surrey-point
SURREY TOWER,D11 / Novena,1978,https://www.edgeprop.sg/condo-apartment/surrey-tower
SUTTON PLACE,D10 / Tanglin,1989,https://www.edgeprop.sg/condo-apartment/sutton-place
SYCAMORE TREE,D15 / Marine Parade,2022,https://www.edgeprop.sg/condo-apartment/sycamore-tree
SYLVAN LODGE,D10 / Bukit Timah,2006,https://www.edgeprop.sg/condo-apartment/sylvan-lodge
SYMPHONY HEIGHTS,D21 / Bukit Batok,1998,https://www.edgeprop.sg/condo-apartment/symphony-heights
TAI GIN APARTMENTS,D12 / Novena,1985,https://www.edgeprop.sg/condo-apartment/tai-gin-apartments
TAI KENG COURT,D19 / Hougang,1976,https://www.edgeprop.sg/condo-apartment/tai-keng-court
TAI KENG SHOPPING CENTRE,D19 / Hougang,1976,https://www.edgeprop.sg/condo-apartment/tai-keng-shopping-centre
TAI WAH BUILDING,D9 / River Valley,1981,https://www.edgeprop.sg/condo-apartment/tai-wah-building
TAIPAN GRAND,D15 / Bedok,2005,https://www.edgeprop.sg/condo-apartment/taipan-grand
TAIPAN JADE,D15 / Geylang,2005,https://www.edgeprop.sg/condo-apartment/taipan-jade
TAIPAN REGENCY,D15 / Marine Parade,2002,https://www.edgeprop.sg/condo-apartment/taipan-regency
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/tampines-court
TAN TONG MENG TOWER,D11 / Novena,1977,https://www.edgeprop.sg/condo-apartment/tan-tong-meng-tower
TANAH MERAH MANSION,D16 / Bedok,1984,https://www.edgeprop.sg/condo-apartment/tanah-merah-mansion
TANAMERA CREST,D16 / Bedok,2004,https://www.edgeprop.sg/condo-apartment/tanamera-crest
TANGERINE GROVE,D19 / Hougang,2007,https://www.edgeprop.sg/condo-apartment/tangerine-grove
TANGLIN HILL CONDOMINIUM,D10 / Tanglin,1982,https://www.edgeprop.sg/condo-apartment/tanglin-hill-condominium
TANGLIN HILL MEADOWS,D10 / Tanglin,1997,https://www.edgeprop.sg/condo-apartment/tanglin-hill-meadows
TANGLIN PARK,D10 / Tanglin,1989,https://www.edgeprop.sg/condo-apartment/tanglin-park
TANGLIN REGENCY,D10 / Bukit Merah,1998,https://www.edgeprop.sg/condo-apartment/tanglin-regency
TANGLIN RESIDENCES,D10 / Tanglin,2005,https://www.edgeprop.sg/condo-apartment/tanglin-residences
TANGLIN STUDIO,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/tanglin-studio
TANGLIN VIEW,D3 / Bukit Merah,2001,https://www.edgeprop.sg/condo-apartment/tanglin-view
TANJONG RIA CONDOMINIUM,D15 / Kallang,1997,https://www.edgeprop.sg/condo-apartment/tanjong-ria-condominium
TANQUEELAN SUITES,D7 / Downtown Core,2005,https://www.edgeprop.sg/condo-apartment/tanqueelan-suites
TARNG CHERN BUILDING,D3 / Bukit Merah,1990,https://www.edgeprop.sg/condo-apartment/tarng-chern-building
TAT LEE COURT,D5 / Clementi,1984,https://www.edgeprop.sg/condo-apartment/tat-lee-court
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/teacher-s-housing-estate
TECK GUAN VILLE,D16 / Bedok,1987,https://www.edgeprop.sg/condo-apartment/teck-guan-ville
TELOK BLANGAH HOUSE,D4 / Bukit Merah,1983,https://www.edgeprop.sg/condo-apartment/telok-blangah-house
TELOK INDAH,D15 / Bedok,1995,https://www.edgeprop.sg/condo-apartment/telok-indah
TELOK KURAU COURT,D15 / Bedok,1978,https://www.edgeprop.sg/condo-apartment/telok-kurau-court
TELOK KURAU LODGE,D15 / Bedok,1991,https://www.edgeprop.sg/condo-apartment/telok-kurau-lodge
TELOK KURAU MANSION,D15 / Bedok,1993,https://www.edgeprop.sg/condo-apartment/telok-kurau-mansion
TELOK KURAU VIEW,D15 / Bedok,1990,https://www.edgeprop.sg/condo-apartment/telok-kurau-view
TELOK MANSION,D15 / Bedok,1977,https://www.edgeprop.sg/condo-apartment/telok-mansion
TEMBELING CENTRE,D15 / Marine Parade,1985,https://www.edgeprop.sg/condo-apartment/tembeling-centre
TEMBELING COURT,D15 / Marine Parade,2010,https://www.edgeprop.sg/condo-apartment/tembeling-court
TEMBELING GROVE,D15 / Marine Parade,1993,https://www.edgeprop.sg/condo-apartment/tembeling-grove
TEMBELING MANSIONS,D15 / Marine Parade,1996,https://www.edgeprop.sg/condo-apartment/tembeling-mansions
TEMBELING RESIDENCE,D15 / Marine Parade,2011,https://www.edgeprop.sg/condo-apartment/tembeling-residence
TEN @ SUFFOLK,D11 / Novena,2006,https://www.edgeprop.sg/condo-apartment/ten-suffolk
TERESA VILLE,D4 / Bukit Merah,1986,https://www.edgeprop.sg/condo-apartment/teresa-ville
TERRASSE,D19 / Hougang,2014,https://www.edgeprop.sg/condo-apartment/terrasse
TERRENE AT BUKIT TIMAH,D21 / Bukit Timah,2013,https://www.edgeprop.sg/condo-apartment/terrene-at-bukit-timah
TESSA LODGE,D15 / Marine Parade,2007,https://www.edgeprop.sg/condo-apartment/tessa-lodge
TEXTILE CENTRE,D7 / Kallang,1977,https://www.edgeprop.sg/condo-apartment/textile-centre
TG MANSION,D15 / Bedok,1991,https://www.edgeprop.sg/condo-apartment/tg-mansion
THE 101,D7 / Downtown Core,1986,https://www.edgeprop.sg/condo-apartment/the-101
THE ABERDEEN,D12 / Kallang,1997,https://www.edgeprop.sg/condo-apartment/the-aberdeen
THE ABODE AT DEVONSHIRE,D9 / River Valley,2002,https://www.edgeprop.sg/condo-apartment/the-abode-at-devonshire
THE ACACIAS,D13 / Serangoon,2009,https://www.edgeprop.sg/condo-apartment/the-acacias
THE ADARA,D15 / Marine Parade,2010,https://www.edgeprop.sg/condo-apartment/the-adara
THE ALBANY,D11 / Novena,1992,https://www.edgeprop.sg/condo-apartment/the-albany
THE ALBRACCA,D15 / Marine Parade,1990,https://www.edgeprop.sg/condo-apartment/the-albracca
THE ALCOVE,D14 / Geylang,2004,https://www.edgeprop.sg/condo-apartment/the-alcove
THE AMARELLE,D15 / Geylang,2009,https://www.edgeprop.sg/condo-apartment/the-amarelle
THE AMBRA,D15 / Bedok,2010,https://www.edgeprop.sg/condo-apartment/the-ambra
THE AMBROSIA,D15 / Bedok,2010,https://www.edgeprop.sg/condo-apartment/the-ambrosia
THE AMERALD STUDIO,D15 / Marine Parade,2012,https://www.edgeprop.sg/condo-apartment/the-amerald-studio
THE AMERY,D15 / Marine Parade,2010,https://www.edgeprop.sg/condo-apartment/the-amery
THE AMSTON,D23 / Bukit Batok,1998,https://www.edgeprop.sg/condo-apartment/the-amston
THE ANCHORAGE,D3 / Queenstown,1997,https://www.edgeprop.sg/condo-apartment/the-anchorage
THE ANSLEY,D11 / Novena,2004,https://www.edgeprop.sg/condo-apartment/the-ansley
THE ARC AT DRAYCOTT,D10 / Newton,2008,https://www.edgeprop.sg/condo-apartment/the-arc-at-draycott
THE ARCADIA,D11 / Bukit Timah,1983,https://www.edgeprop.sg/condo-apartment/the-arcadia
THE ARDMORE,D10 / Newton,1987,https://www.edgeprop.sg/condo-apartment/the-ardmore
THE ARIEL,D15 / Geylang,2011,https://www.edgeprop.sg/condo-apartment/the-ariel
THE ARISTO @ AMBER,D15 / Marine Parade,2013,https://www.edgeprop.sg/condo-apartment/the-aristo-amber
THE ARIZON,D14 / Geylang,2010,https://www.edgeprop.sg/condo-apartment/the-arizon
THE ARMADALE,D11 / Novena,2001,https://www.edgeprop.sg/condo-apartment/the-armadale
THE ARRIS,D2 / Outram,2002,https://www.edgeprop.sg/condo-apartment/the-arris
THE ARTE,D12 / Novena,2010,https://www.edgeprop.sg/condo-apartment/the-arte
THE ASPINE,D10 / Tanglin,1992,https://www.edgeprop.sg/condo-apartment/the-aspine
THE ASTON,D10 / Tanglin,2002,https://www.edgeprop.sg/condo-apartment/the-aston
THE ATRIA AT MEYER,D15 / Marine Parade,1996,https://www.edgeprop.sg/condo-apartment/the-atria-at-meyer
THE AXIS,D11 / Novena,2009,https://www.edgeprop.sg/condo-apartment/the-axis
THE AZURE,D4 / Southern Islands,2008,https://www.edgeprop.sg/condo-apartment/the-azure
THE AZZURO,D15 / Bedok,2011,https://www.edgeprop.sg/condo-apartment/the-azzuro
THE BALE,D15 / Bedok,2008,https://www.edgeprop.sg/condo-apartment/the-bale
THE BALMORAL,D10 / Tanglin,1986,https://www.edgeprop.sg/condo-apartment/the-balmoral
THE BALMORAL SPRING,D10 / Newton,2000,https://www.edgeprop.sg/condo-apartment/the-balmoral-spring
THE BAYCOURT,D16 / Bedok,1994,https://www.edgeprop.sg/condo-apartment/the-baycourt
THE BAYRON,D9 / River Valley,1999,https://www.edgeprop.sg/condo-apartment/the-bayron
THE BAYSHORE,D16 / Bedok,1996,https://www.edgeprop.sg/condo-apartment/the-bayshore
THE BEACON,D2 / Bukit Merah,2008,https://www.edgeprop.sg/condo-apartment/the-beacon
THE BEACON EDGE,D15 / Marine Parade,2009,https://www.edgeprop.sg/condo-apartment/the-beacon-edge
THE BEAUMONT,D9 / River Valley,1985,https://www.edgeprop.sg/condo-apartment/the-beaumont
THE BECCAGAYLE,D15 / Bedok,2005,https://www.edgeprop.sg/condo-apartment/the-beccagayle
THE BELLEFORTE,D12 / Novena,2003,https://www.edgeprop.sg/condo-apartment/the-belleforte
THE BELMONT,D10 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/the-belmont
THE BELVEDERE,D15 / Marine Parade,2007,https://www.edgeprop.sg/condo-apartment/the-belvedere
THE BENCOOLEN,D7 / Rochor,1999,https://www.edgeprop.sg/condo-apartment/the-bencoolen
THE BERTH BY THE COVE,D4 / Southern Islands,2006,https://www.edgeprop.sg/condo-apartment/the-berth-by-the-cove
THE BEVERLY,D21 / Bukit Timah,2012,https://www.edgeprop.sg/condo-apartment/the-beverly
THE BLISSVILLE,D21 / Bukit Timah,Uncompleted,https://www.edgeprop.sg/condo-apartment/the-blissville
THE BLOSSOMVALE,D21 / Bukit Timah,1998,https://www.edgeprop.sg/condo-apartment/the-blossomvale
THE BOTANIC ON LLOYD,D9 / River Valley,2006,https://www.edgeprop.sg/condo-apartment/the-botanic-on-lloyd
THE BOULEVARD RESIDENCE,D10 / River Valley,2005,https://www.edgeprop.sg/condo-apartment/the-boulevard-residence
THE BOUNGAINVILLE,D15 / Geylang,1977,https://www.edgeprop.sg/condo-apartment/the-boungainville
THE BOUTIQ,D9 / River Valley,2014,https://www.edgeprop.sg/condo-apartment/the-boutiq
THE CALLISTA,D12 / Kallang,2005,https://www.edgeprop.sg/condo-apartment/the-callista
THE CALROSE,D26 / Ang Mo Kio,2007,https://www.edgeprop.sg/condo-apartment/the-calrose
THE CALYPSO,D16 / Bedok,2005,https://www.edgeprop.sg/condo-apartment/the-calypso
THE CANOPY,D27 / Yishun,2014,https://www.edgeprop.sg/condo-apartment/the-canopy
THE CAPE,D15 / Marine Parade,2014,https://www.edgeprop.sg/condo-apartment/the-cape
THE CAPRI,D10 / Tanglin,1998,https://www.edgeprop.sg/condo-apartment/the-capri
THE CARPMAELINA,D15 / Geylang,2005,https://www.edgeprop.sg/condo-apartment/the-carpmaelina
THE CASCADIA,D21 / Bukit Timah,2010,https://www.edgeprop.sg/condo-apartment/the-cascadia
THE CASSANDRA,D5 / Queenstown,2005,https://www.edgeprop.sg/condo-apartment/the-cassandra
THE CENTRIO,D12 / Novena,2009,https://www.edgeprop.sg/condo-apartment/the-centrio
THE CENTRIS,D22 / Jurong West,2009,https://www.edgeprop.sg/condo-apartment/the-centris
THE CHAMPAGNE,D14 / Bedok,2003,https://www.edgeprop.sg/condo-apartment/the-champagne
THE CHERRYWOOD,D15 / Bedok,2013,https://www.edgeprop.sg/condo-apartment/the-cherrywood
THE CHUAN,D19 / Serangoon,2007,https://www.edgeprop.sg/condo-apartment/the-chuan
THE CITRINE,D12 / Novena,2008,https://www.edgeprop.sg/condo-apartment/the-citrine
THE CLAYMORE,D9 / Newton,1985,https://www.edgeprop.sg/condo-apartment/the-claymore
THE CLAYTON,D10 / Tanglin,1998,https://www.edgeprop.sg/condo-apartment/the-clayton
THE CLEARWATER,D16 / Bedok,2001,https://www.edgeprop.sg/condo-apartment/the-clearwater
THE CLIFT,D1 / Downtown Core,2011,https://www.edgeprop.sg/condo-apartment/the-clift
THE COAST AT SENTOSA COVE,D4 / Southern Islands,2009,https://www.edgeprop.sg/condo-apartment/the-coast-at-sentosa-cove
THE CORNWALL,D10 / Bukit Timah,2005,https://www.edgeprop.sg/condo-apartment/the-cornwall
THE COSMOPOLITAN,D9 / Singapore River,2008,https://www.edgeprop.sg/condo-apartment/the-cosmopolitan
THE COTERIE @ HOLLAND,D10 / Tanglin,2014,https://www.edgeprop.sg/condo-apartment/the-coterie-holland
THE COTZ,D15 / Bedok,2010,https://www.edgeprop.sg/condo-apartment/the-cotz
THE COURTYARD,D19 / Hougang,1995,https://www.edgeprop.sg/condo-apartment/the-courtyard
THE CRISTALLO,D15 / Bedok,2015,https://www.edgeprop.sg/condo-apartment/the-cristallo
THE DAFFODIL,D16 / Bedok,1998,https://www.edgeprop.sg/condo-apartment/the-daffodil
THE DEW,D23 / Bukit Batok,2003,https://www.edgeprop.sg/condo-apartment/the-dew
THE DRAYCOTT,D10 / Newton,1980,https://www.edgeprop.sg/condo-apartment/the-draycott
THE EASTSIDE,D15 / Marine Parade,2006,https://www.edgeprop.sg/condo-apartment/the-eastside
THE EBONY,D14 / Bedok,2016,https://www.edgeprop.sg/condo-apartment/the-ebony
THE EDEN AT TAMPINES,D18 / Tampines,2003,https://www.edgeprop.sg/condo-apartment/the-eden-at-tampines
THE EDGE ON CAIRNHILL,D9 / Newton,2002,https://www.edgeprop.sg/condo-apartment/the-edge-on-cairnhill
THE EDGEWATER,D17 / Pasir Ris,2003,https://www.edgeprop.sg/condo-apartment/the-edgewater
THE ELEGANCE @ CHANGI,D14 / Changi,2006,https://www.edgeprop.sg/condo-apartment/the-elegance-changi
THE ELEMENT @ STEVENS,D10 / Tanglin,2007,https://www.edgeprop.sg/condo-apartment/the-element-stevens
THE ELYSIA,D12 / Kallang,2005,https://www.edgeprop.sg/condo-apartment/the-elysia
THE EQUATORIAL,D10 / Tanglin,2001,https://www.edgeprop.sg/condo-apartment/the-equatorial
THE ESPARIS,D18 / Pasir Ris,2005,https://www.edgeprop.sg/condo-apartment/the-esparis
THE ESPIRA,D15 / Bedok,2009,https://www.edgeprop.sg/condo-apartment/the-espira
THE ESQUIRE,D9 / Newton,1989,https://www.edgeprop.sg/condo-apartment/the-esquire
THE ESTA,D15 / Marine Parade,2008,https://www.edgeprop.sg/condo-apartment/the-esta
THE ESTIVA,D5 / Queenstown,2008,https://www.edgeprop.sg/condo-apartment/the-estiva
THE ESTORIL,D10 / Bukit Timah,1984,https://www.edgeprop.sg/condo-apartment/the-estoril
THE ESTUARY,D27 / Yishun,2013,https://www.edgeprop.sg/condo-apartment/the-estuary
THE FERNHILL,D10 / Tanglin,2009,https://www.edgeprop.sg/condo-apartment/the-fernhill
THE FLORAVALE,D22 / Jurong West,2000,https://www.edgeprop.sg/condo-apartment/the-floravale
THE FLORENTINE,D19 / Hougang,2011,https://www.edgeprop.sg/condo-apartment/the-florentine
THE FLORIDA,D19 / Hougang,2000,https://www.edgeprop.sg/condo-apartment/the-florida
THE FOLIAGE,D5 / Queenstown,2008,https://www.edgeprop.sg/condo-apartment/the-foliage
THE FORD @ HOLLAND,D10 / Bukit Timah,2009,https://www.edgeprop.sg/condo-apartment/the-ford-holland
THE FORESTA @ MOUNT FABER,D4 / Bukit Merah,2014,https://www.edgeprop.sg/condo-apartment/the-foresta-mount-faber
THE GALE,D17 / Pasir Ris,2013,https://www.edgeprop.sg/condo-apartment/the-gale
THE GARDENS AT BISHAN,D20 / Bishan,2004,https://www.edgeprop.sg/condo-apartment/the-gardens-at-bishan
THE GERANIUM,D15 / Geylang,2006,https://www.edgeprop.sg/condo-apartment/the-geranium
THE GLACIER,D15 / Bedok,2004,https://www.edgeprop.sg/condo-apartment/the-glacier
THE GLENWOOD,D15 / Kallang,1990,https://www.edgeprop.sg/condo-apartment/the-glenwood
THE GLYNDEBOURNE,D11 / Novena,2013,https://www.edgeprop.sg/condo-apartment/the-glyndebourne
THE GRANDHILL,D5 / Queenstown,2006,https://www.edgeprop.sg/condo-apartment/the-grandhill
THE GRANDIFLORA,D15 / Bedok,2004,https://www.edgeprop.sg/condo-apartment/the-grandiflora
THE GRANGE,D10 / River Valley,2008,https://www.edgeprop.sg/condo-apartment/the-grange
THE GREENWICH,D28 / Serangoon,2014,https://www.edgeprop.sg/condo-apartment/the-greenwich
THE HABITAT II,D10 / Newton,1985,https://www.edgeprop.sg/condo-apartment/the-habitat-ii
THE HACIENDA,D15 / Bedok,1986,https://www.edgeprop.sg/condo-apartment/the-hacienda
REIGNWOOD HAMILTON SCOTTS,D9 / Newton,2012,https://www.edgeprop.sg/condo-apartment/reignwood-hamilton-scotts
THE HAMLET,D13 / Toa Payoh,Unknown,https://www.edgeprop.sg/condo-apartment/the-hamlet
THE HELICONIA,D14 / Bedok,2003,https://www.edgeprop.sg/condo-apartment/the-heliconia
THE HERMITAGE,D10 / Newton,1999,https://www.edgeprop.sg/condo-apartment/the-hermitage
THE HILLIER,D23 / Bukit Batok,2016,https://www.edgeprop.sg/condo-apartment/the-hillier
THE HILLSIDE,D21 / Bukit Batok,2001,https://www.edgeprop.sg/condo-apartment/the-hillside
THE HOLLAND COLLECTION,D10 / Tanglin,2011,https://www.edgeprop.sg/condo-apartment/the-holland-collection
THE HORIZON,D10 / Tanglin,2001,https://www.edgeprop.sg/condo-apartment/the-horizon
THE HUNTINGTON,D11 / Novena,2000,https://www.edgeprop.sg/condo-apartment/the-huntington
THE IMPERIAL,D9 / Museum,2006,https://www.edgeprop.sg/condo-apartment/the-imperial
THE INFINITI,D5 / Clementi,2008,https://www.edgeprop.sg/condo-apartment/the-infiniti
THE INSPIRA,D9 / River Valley,2009,https://www.edgeprop.sg/condo-apartment/the-inspira
THE INTERLACE,D4 / Bukit Merah,2013,https://www.edgeprop.sg/condo-apartment/the-interlace
THE INTERWEAVE,D12 / Novena,2014,https://www.edgeprop.sg/condo-apartment/the-interweave
THE JADE,D23 / Bukit Batok,2004,https://www.edgeprop.sg/condo-apartment/the-jade
THE LADYHILL,D10 / Tanglin,2002,https://www.edgeprop.sg/condo-apartment/the-ladyhill
THE LAKEFRONT RESIDENCES,D22 / Jurong West,2014,https://www.edgeprop.sg/condo-apartment/the-lakefront-residences
THE LAKESHORE,D22 / Jurong West,2008,https://www.edgeprop.sg/condo-apartment/the-lakeshore
THE LANAI,D23 / Bukit Batok,2014,https://www.edgeprop.sg/condo-apartment/the-lanai
THE LATTIZ,D14 / Bedok,2011,https://www.edgeprop.sg/condo-apartment/the-lattiz
THE LAURELS,D9 / Newton,2013,https://www.edgeprop.sg/condo-apartment/the-laurels
THE LEGACY,D10 / Tanglin,1999,https://www.edgeprop.sg/condo-apartment/the-legacy
THE LEGEND,D10 / Tanglin,1996,https://www.edgeprop.sg/condo-apartment/the-legend
THE LENOX,D14 / Bedok,2014,https://www.edgeprop.sg/condo-apartment/the-lenox
THE LEVELZ,D10 / Tanglin,2004,https://www.edgeprop.sg/condo-apartment/the-levelz
THE LIGHT @ CAIRNHILL,D9 / Newton,2004,https://www.edgeprop.sg/condo-apartment/the-light-cairnhill
THE LINC,D11 / Novena,2006,https://www.edgeprop.sg/condo-apartment/the-linc
THE LINCOLN MODERN,D11 / Novena,2003,https://www.edgeprop.sg/condo-apartment/the-lincoln-modern
THE LINCOLN RESIDENCES,D11 / Novena,2011,https://www.edgeprop.sg/condo-apartment/the-lincoln-residences
THE LINEAR,D23 / Bukit Panjang,2006,https://www.edgeprop.sg/condo-apartment/the-linear
THE LOFT,D10 / Tanglin,2002,https://www.edgeprop.sg/condo-apartment/the-loft
THE LUCENT,D15 / Bedok,2011,https://www.edgeprop.sg/condo-apartment/the-lucent
THE LUMOS,D9 / River Valley,2011,https://www.edgeprop.sg/condo-apartment/the-lumos
THE LUXURIE,D19 / Sengkang,2015,https://www.edgeprop.sg/condo-apartment/the-luxurie
THE MADEIRA,D23 / Bukit Batok,2003,https://www.edgeprop.sg/condo-apartment/the-madeira
THE MAKENA,D15 / Marine Parade,1998,https://www.edgeprop.sg/condo-apartment/the-makena
THE MARBELLA,D10 / Bukit Timah,2005,https://www.edgeprop.sg/condo-apartment/the-marbella
THE MARQ ON PATERSON HILL,D9 / River Valley,2011,https://www.edgeprop.sg/condo-apartment/the-marq-on-paterson-hill
THE MARQUE @ IRRAWADDY,D12 / Novena,2009,https://www.edgeprop.sg/condo-apartment/the-marque-irrawaddy
THE MAYFAIR,D22 / Jurong East,2000,https://www.edgeprop.sg/condo-apartment/the-mayfair
THE MAYLEA,D5 / Queenstown,2008,https://www.edgeprop.sg/condo-apartment/the-maylea
